first_name,last_name,start_date,exit_date,job_title,supervisor,business_unit,employee_status,employee_type,termination_type,department_type,division,date_of_birth,state,gender_code,performance_score,current_employee_rating,employee_id,engagement_score,satisfaction_score,work_life_balance_score,training_date,training_program_name,training_type,training_outcome,trainer,training_duration_days,training_cost
Elyse,Morrow,2022-04-15,2023-07-04,"Production Technician I","Thomas Humphrey",SVG,Active,Contract,Voluntary,Production,"Finance & Accounting",1979-09-21,MA,Female,PIP,2,3019,3,4,2,2022-11-18,"Technical Skills",External,Failed,"Stephanie Dixon",1,155.46
Elyse,Pratt,2022-08-23,NULL,"Production Technician I","Brianna Blanchard",MSC,Active,Contract,Unk,Production,"Yard (Material Handling)",1965-04-28,MA,Female,"Fully Meets",3,1269,1,2,4,2022-12-23,"Customer Service",External,Passed,"Tommy Wilson",4,813.9
Emanuel,George,2021-10-08,2022-08-11,"Production Technician I","Molly Guerrero",MSC,"Terminated for Cause",Part-Time,Involuntary,Production,"Shop (Fleet)",1946-11-15,MA,Male,"Fully Meets",4,3112,5,2,3,2022-09-23,"Technical Skills",Internal,Passed,"Bryan Gonzalez",5,168.79
Emanuel,Haas,2022-04-22,2023-05-15,"Sr. Network Engineer","Jose Moran",NEL,"Leave of Absence",Contract,Retirement,IT/IS,"General - Con",1954-06-24,CT,Male,Exceeds,3,3887,2,3,5,2023-07-25,"Communication Skills",External,Failed,"Mark Lewis",1,181.23
Emelia,Mcintyre,2019-09-18,NULL,"Production Manager","Robert Warren",NEL,Active,Full-Time,Unk,Production,Wireless,1998-10-17,MA,Female,"Fully Meets",4,2343,1,3,4,2023-05-31,"Customer Service",Internal,Completed,"Stephanie Brown",5,959.22
Emely,Parks,2021-12-27,NULL,"Production Technician I","George Palmer Jr.",PYZ,Active,Contract,Unk,Production,"Field Operations",1976-05-16,MA,Male,"Fully Meets",5,2794,5,4,4,2023-01-10,"Customer Service",Internal,Incomplete,"Kim Shea",3,644.38
Emely,Rice,2021-02-20,NULL,"Data Analyst","Susan Smith",NEL,Active,Contract,Unk,IT/IS,Engineers,1967-07-14,MA,Female,"Fully Meets",3,3968,5,5,1,2022-12-02,"Technical Skills",External,Completed,"Barry Sullivan",3,891.63
Emerson,Gallagher,2022-06-26,2023-06-15,"Production Technician I","Daniel Mathis",WBL,"Voluntarily Terminated",Part-Time,Retirement,Production,Isp,1970-10-14,MA,Female,"Needs Improvement",3,1831,2,2,2,2022-12-11,"Project Management",Internal,Failed,"Randall Donaldson",3,756.42
Emerson,Grimes,2021-10-07,2021-12-31,"IT Manager - DB","Mrs. Debra Flynn",MSC,Active,Full-Time,Retirement,IT/IS,"General - Con",1995-03-28,MA,Male,"Fully Meets",2,2569,3,4,3,2023-01-15,"Project Management",Internal,Completed,"Lisa Gomez",2,694.21
Emerson,Pitts,2019-09-18,NULL,"Production Technician I","Destiny Johnson",CCDR,Active,Contract,Unk,Production,Engineers,1943-08-25,MA,Male,"Fully Meets",4,3605,5,1,3,2022-11-17,"Communication Skills",External,Passed,"Jennifer Armstrong",2,102.92
Emerson,Wood,2020-07-09,2022-12-10,"Production Technician I","Lisa Manning",MSC,Active,Part-Time,Involuntary,Production,"General - Con",1944-10-20,MA,Female,Exceeds,2,2113,5,1,5,2022-08-18,"Project Management",Internal,Passed,"Michael Sullivan",2,394.54
Emerson,Zavala,2020-03-01,NULL,"Area Sales Manager","Brendan Melendez",BPC,Active,Full-Time,Unk,Sales,"Shop (Fleet)",1981-11-15,NC,Male,"Fully Meets",4,2721,1,4,3,2022-10-19,"Project Management",Internal,Incomplete,"Richard Fisher",4,173.54
Emery,Gillespie,2022-11-04,2023-07-07,"Production Technician I","Thomas Jackson",BPC,Active,Part-Time,Involuntary,Production,"Project Management - Con",1966-11-25,MA,Female,"Fully Meets",3,3658,5,4,2,2022-08-18,"Leadership Development",External,Incomplete,"Jeffrey Moreno",2,799.88
Emery,Peck,2022-03-26,NULL,"Production Technician II","Danielle Little",SVG,Active,Full-Time,Unk,Production,"Field Operations",1977-01-08,MA,Female,"Fully Meets",3,2019,2,1,4,2022-10-06,"Technical Skills",External,Completed,"Jason Morris",2,789.2
Emery,Roach,2018-08-11,NULL,"Area Sales Manager","Victoria Bailey",PYZ,Active,Part-Time,Unk,Sales,Engineers,1954-07-04,TX,Male,"Needs Improvement",4,3551,4,4,3,2022-10-27,"Communication Skills",External,Incomplete,"Jesus Daniel",1,570.13
Emery,Schmidt,2021-06-13,NULL,"Production Technician II","Richard Santos",PYZ,Active,Full-Time,Unk,Production,"General - Con",1970-10-24,MA,Female,"Fully Meets",3,1295,3,3,3,2023-01-03,"Communication Skills",Internal,Incomplete,"Timothy Santos",5,689.77
Emilee,Thompson,2020-01-17,2020-04-20,"Data Analyst","Mary Contreras",CCDR,Active,Part-Time,Voluntary,IT/IS,"Field Operations",1956-11-22,MA,Female,"Fully Meets",5,2427,2,2,1,2023-01-27,"Communication Skills",Internal,Passed,"Amber Peterson",2,528.76
Emiliano,Rich,2022-04-13,2023-04-17,"Production Manager","Ashley Cummings",TNS,Active,Part-Time,Resignation,Production,"Field Operations",1942-02-24,MA,Female,"Fully Meets",2,2299,2,1,2,2023-04-13,"Customer Service",External,Failed,"Laura Brooks DVM",4,922.03
Emiliano,Young,2022-10-17,NULL,"Sr. Network Engineer","Chad Crawford",PYZ,Active,Full-Time,Unk,IT/IS,Aerial,2000-11-01,MA,Female,PIP,3,1381,2,2,1,2022-09-20,"Leadership Development",Internal,Failed,"Tammy Bowen",4,718.16
Emilie,Donaldson,2022-05-01,2022-11-21,"Production Technician I","Dylan Foster",TNS,"Voluntarily Terminated",Contract,Involuntary,Production,"Shop (Fleet)",1990-08-15,MA,Female,"Fully Meets",3,1919,2,3,3,2023-06-18,"Leadership Development",External,Failed,"Carrie Walton",1,583.76
Emilie,Hood,2022-12-19,NULL,"Production Technician I","Tricia Davies",WBL,Active,Full-Time,Unk,Production,"General - Sga",1980-07-19,MA,Female,"Fully Meets",3,1821,1,2,1,2022-10-12,"Communication Skills",Internal,Passed,"Virginia Small",4,713.84
Emilio,Daniel,2022-06-19,NULL,"Production Technician I","Michael Potts",TNS,Active,Part-Time,Unk,Production,"General - Con",1956-06-12,MA,Female,"Fully Meets",3,2079,4,2,3,2023-01-15,"Leadership Development",External,Completed,"Eric Contreras",4,444.96
Emilio,Pierce,2019-07-30,2020-01-21,"Production Technician I","Cristina Davis",EW,Active,Part-Time,Voluntary,Production,Engineers,1943-09-24,MA,Female,Exceeds,4,2112,4,3,1,2022-09-17,"Customer Service",External,Failed,"Caroline Williams",2,157.04
Emily,Davidson,2020-09-13,2022-03-15,"President & CEO","Jackie Walsh",SVG,"Voluntarily Terminated",Full-Time,Involuntary,Production,"Field Operations",1950-04-06,MA,Male,"Fully Meets",4,2405,4,1,2,2023-03-19,"Technical Skills",External,Completed,"Sean Casey",1,722.5
Emily,Freeman,2022-04-03,NULL,"Area Sales Manager","Madison Kemp",SVG,Active,Full-Time,Unk,Sales,"Field Operations",1985-01-28,ID,Male,"Fully Meets",2,2709,1,2,2,2022-10-15,"Technical Skills",Internal,Failed,"Molly Nguyen",2,415.45
Emma,Escobar,2023-04-21,NULL,"Production Technician II","Kevin Calderon",BPC,Active,Part-Time,Unk,Production,"General - Con",1957-06-20,MA,Female,"Fully Meets",3,1128,4,2,4,2023-05-17,"Communication Skills",Internal,Incomplete,"James Perez",1,773.8
Emma,Ware,2022-03-21,NULL,"Production Technician I","Melissa Wilkinson",BPC,Active,Contract,Unk,Production,Aerial,1987-03-24,MA,Female,"Fully Meets",5,3633,4,4,4,2022-12-01,"Communication Skills",Internal,Incomplete,"Michelle Lewis",3,699.39
Emmalee,Cervantes,2023-08-06,NULL,"Production Technician II","Richard Harvey",SVG,Active,Contract,Unk,Production,"Field Operations",1963-11-10,MA,Male,"Fully Meets",3,1146,3,2,2,2023-06-28,"Technical Skills",External,Failed,"Andrew Hendricks",3,894.88
Emmalee,Reynolds,2023-04-03,2023-07-21,"Production Technician I","Adam Vang",EW,Active,Part-Time,Voluntary,Production,"General - Con",1988-02-11,MA,Female,"Fully Meets",3,1310,3,4,3,2022-10-16,"Project Management",Internal,Incomplete,"Samuel Ward",4,350.59
Emmanuel,Franklin,2021-07-26,2022-05-04,"Area Sales Manager","Adam Gibson",EW,"Future Start",Contract,Resignation,Sales,"Field Operations",1999-11-11,TX,Male,"Fully Meets",2,3524,3,2,4,2023-01-02,"Communication Skills",Internal,Completed,"Jessica Vazquez",5,124.65
Emmanuel,Huang,2020-10-16,2021-02-12,"Production Technician II","James Ferguson",EW,Active,Full-Time,Voluntary,Production,"Field Operations",1972-07-21,MA,Female,"Fully Meets",3,1993,5,2,4,2023-05-02,"Customer Service",External,Failed,"Vincent Wang",3,995.42
Emmanuel,Perkins,2019-05-31,NULL,"Production Technician I","Joshua Wilson",PL,Active,Part-Time,Unk,Production,Aerial,1954-11-18,MA,Female,"Fully Meets",5,3295,1,2,1,2022-10-04,"Leadership Development",Internal,Passed,"Anna Raymond",4,286.88
Emmett,Chandler,2021-06-04,2022-02-11,"Data Analyst","Pamela Shelton",BPC,Active,Part-Time,Voluntary,IT/IS,"Yard (Material Handling)",1963-01-22,MA,Female,"Fully Meets",4,2428,2,5,5,2023-07-13,"Customer Service",External,Passed,"Carl Edwards",4,549.8
Emmett,Mercado,2021-06-07,2022-12-13,"Production Technician I","Pamela Cruz",MSC,"Voluntarily Terminated",Contract,Involuntary,Production,Wireless,1976-06-26,MA,Female,"Fully Meets",3,1796,3,5,2,2022-10-27,"Customer Service",External,Failed,"Lindsay Adams",1,727.51
Emmett,York,2021-12-23,2022-10-17,"Production Technician I","Jeffrey Webb",EW,Active,Contract,Resignation,Production,Engineers,1963-08-01,MA,Male,"Fully Meets",2,3235,3,4,1,2023-02-08,"Project Management",Internal,Failed,"Mark Moore",3,667.23
Enola,Chivukula,2022-06-11,2022-09-25,"Production Technician I","Timothy Moore",EW,"Voluntarily Terminated",Full-Time,Retirement,Production,"Field Operations",1981-10-01,MA,Female,"Fully Meets",3,1109,4,5,4,2023-01-21,"Leadership Development",External,Completed,"Walter Frazier",5,898.37
Enrico,Langton,2019-01-29,2022-07-08,"Production Technician I","Jeffrey Thompson",TNS,Active,Contract,Involuntary,Production,"Field Operations",1955-08-25,MA,Male,"Fully Meets",3,1736,3,1,3,2023-03-09,"Leadership Development",Internal,Incomplete,"Michael Lopez",4,717.29
Enrique,Parks,2022-06-28,NULL,"Production Technician I","Mr. Ryan Griffin",CCDR,Active,Contract,Unk,Production,"Wireline Construction",1973-08-27,MA,Male,"Fully Meets",1,2813,4,4,2,2023-04-20,"Technical Skills",Internal,Completed,"Steven Blair",2,249.88
Enzo,Carney,2021-05-26,NULL,"Production Technician I","Joshua Burton",CCDR,Active,Contract,Unk,Production,"General - Con",1993-09-04,MA,Female,Exceeds,3,3378,5,1,4,2023-07-08,"Technical Skills",External,Passed,"Thomas Jensen",1,731.18
Erasumus,Monkfish,2021-07-11,2022-02-08,"Production Technician II","Mark Smith",WBL,Active,Contract,Retirement,Production,Engineers,1947-03-22,MA,Male,"Fully Meets",3,1731,1,4,1,2023-02-27,"Customer Service",Internal,Failed,"Travis Cook",1,578.81
Eric,Dougall,2018-09-01,2022-06-20,"IT Manager - Support","Erin Jones",PYZ,Active,Contract,Voluntary,IT/IS,Isp,1950-04-17,MA,Male,"Fully Meets",4,2482,4,2,5,2023-05-23,"Customer Service",External,Incomplete,"Dale Heath",4,688.55
Erica,French,2020-03-06,2021-03-06,"Production Technician II","Brett Sims",TNS,Active,Part-Time,Retirement,Production,Engineers,1987-10-16,MA,Female,"Fully Meets",3,1912,2,5,1,2023-03-26,"Leadership Development",External,Completed,"Anthony Cannon",1,718.38
Erica,Sloan,2023-04-09,2023-06-03,"Production Manager","Jamie Simon",CCDR,Active,Full-Time,Involuntary,Production,"Field Operations",1983-10-10,MA,Female,"Fully Meets",4,2376,5,2,4,2023-04-26,"Communication Skills",Internal,Completed,"Faith Ortega",5,755.69
Erick,Wood,2022-11-04,2022-11-26,"Production Technician II","Holly Miller",CCDR,Active,Full-Time,Voluntary,Production,"General - Con",1956-01-26,MA,Female,"Fully Meets",2,3071,1,4,2,2023-05-30,"Project Management",External,Incomplete,"Brenda Smith",4,647.01
Erik,Graham,2021-11-13,2023-03-17,"Production Technician II","David Garcia",BPC,"Voluntarily Terminated",Contract,Involuntary,Production,"Billable Consultants",1956-06-04,MA,Male,Exceeds,3,1857,1,4,1,2023-06-14,"Project Management",External,Incomplete,"Miss Jamie Miller",5,278.62
Erik,Padilla,2020-12-23,NULL,"Production Technician I","Stacey Fowler",SVG,Active,Contract,Unk,Production,"Technology / It",1997-02-17,MA,Female,"Fully Meets",3,1130,1,5,4,2022-11-09,"Leadership Development",External,Completed,"Mr. Brandon Turner",3,777.7
Erik,Parks,2019-06-27,NULL,"Production Technician I","Kevin Mason",PYZ,Active,Contract,Unk,Production,"General - Con",1977-03-31,MA,Female,PIP,1,3197,5,5,2,2022-11-10,"Customer Service",Internal,Failed,"Kevin Lin",4,694.79
Erika,Mata,2018-10-25,2021-10-15,"Production Technician I","Shawn Acosta",MSC,Active,Contract,Voluntary,Production,"Project Management - Con",1993-12-30,MA,Female,"Fully Meets",3,2054,4,5,3,2023-06-06,"Leadership Development",Internal,Incomplete,"Tyler Cordova",4,528.18
Erin,Floyd,2022-10-19,2023-07-22,"Production Technician I","Susan Hahn",SVG,Active,Full-Time,Voluntary,Production,"Field Operations",1977-12-20,MA,Female,"Fully Meets",2,2961,2,2,4,2023-01-19,"Leadership Development",External,Passed,"Neil Miller",5,587.25
Erin,Holder,2022-11-15,2023-07-26,"Production Technician I","Samantha Salas",BPC,Active,Contract,Involuntary,Production,Aerial,1966-06-03,MA,Male,Exceeds,3,1414,1,4,4,2023-01-21,"Customer Service",Internal,Failed,"Kimberly Blankenship",3,997.2
Ermine,Pelletier,2019-08-04,NULL,"Production Technician II","Margaret Lee",EW,Active,Part-Time,Unk,Production,"General - Con",1953-09-19,MA,Female,"Fully Meets",3,1102,5,1,4,2022-12-31,"Project Management",External,Failed,"Timothy Freeman",2,150.04
Ernest,Finley,2019-01-30,2021-03-22,"Software Engineer","Kenneth Berry",NEL,"Voluntarily Terminated",Full-Time,Resignation,"Software Engineering","General - Con",1991-12-25,MA,Male,"Fully Meets",2,2543,3,4,3,2022-09-04,"Communication Skills",Internal,Passed,"Mr. Scott Gomez",1,100.45
Ernest,Munoz,2019-07-18,NULL,"Sales Manager","Bethany Norris",EW,Active,Contract,Unk,IT/IS,Splicing,1960-11-06,MA,Female,"Fully Meets",3,1670,2,2,2,2023-02-01,"Leadership Development",Internal,Failed,"Jamie Riley",5,939.02
Ernest,Willis,2019-06-11,2022-02-27,"Production Technician II","Lisa Shaw",PYZ,"Voluntarily Terminated",Full-Time,Involuntary,Production,"General - Con",1943-09-30,MA,Female,"Fully Meets",3,1147,1,3,5,2023-01-25,"Leadership Development",Internal,Failed,"Ms. Diamond Knox",2,247.58
Ernesto,Beltran,2021-02-05,2023-02-12,"Software Engineer","Edwin Sparks",NEL,Active,Full-Time,Involuntary,"Software Engineering",Engineers,1946-12-27,MA,Male,"Fully Meets",4,2511,4,3,1,2023-04-20,"Technical Skills",External,Incomplete,"Laura Hammond",4,830.45
Ernesto,Madden,2022-02-27,NULL,"Production Technician II","Timothy Jennings",CCDR,Active,Full-Time,Unk,Production,"Field Operations",1964-11-10,MA,Male,"Fully Meets",3,1534,1,1,5,2022-10-27,"Project Management",External,Failed,"Carla Smith",1,857.19
Esmeralda,Galvan,2019-11-11,NULL,"Production Technician I","Robert Hall",PYZ,Active,Contract,Unk,Production,"Finance & Accounting",1952-02-02,MA,Female,Exceeds,3,1482,1,1,1,2022-10-13,"Customer Service",Internal,Completed,"William Jones",5,186.57
Esperanza,Horne,2022-05-10,2022-10-17,"Production Technician II","Jeremy Frey",TNS,"Voluntarily Terminated",Part-Time,Voluntary,Production,"General - Con",1969-08-27,MA,Female,"Fully Meets",1,2865,2,2,3,2023-03-22,"Customer Service",External,Passed,"Tracy Gonzalez",4,653.99
Essence,Schwartz,2019-10-10,2021-10-30,"Production Technician I","Alyssa Johnson",CCDR,"Voluntarily Terminated",Part-Time,Retirement,Production,"Field Operations",1969-11-25,MA,Male,"Fully Meets",4,3724,1,2,5,2023-06-28,"Communication Skills",Internal,Incomplete,"Tiffany Perez",4,573.33
Esteban,Gilbert,2018-11-14,2019-10-28,"Area Sales Manager","Gail Ali",BPC,"Future Start",Contract,Retirement,Sales,"Field Operations",1997-05-31,TX,Female,"Needs Improvement",3,3470,1,2,3,2022-09-26,"Project Management",External,Passed,"Katie Wong MD",1,986.96
Estelle,Howard,2018-12-25,NULL,"Administrative Assistant","James Bell",WBL,Active,Part-Time,Unk,"Admin Offices","Wireline Construction",1983-09-06,MA,Female,"Fully Meets",3,1320,5,1,5,2022-08-25,"Leadership Development",External,Completed,"Michael Cummings",3,948.71
Esther,Spears,2022-03-23,NULL,"Production Technician I","Ashley Clark",TNS,Active,Full-Time,Unk,Production,"Field Operations",1997-09-13,MA,Male,"Fully Meets",3,1887,2,3,3,2022-12-23,"Customer Service",External,Passed,"Jessica Brown",4,547.76
Esther,Willis,2020-08-09,NULL,"Production Technician I","Michele Black",BPC,Active,Part-Time,Unk,Production,Fielders,1976-03-19,MA,Female,"Fully Meets",4,3330,1,3,3,2023-04-22,"Project Management",External,Incomplete,"Manuel Byrd",2,713.22
Estrella,Benitez,2020-05-15,NULL,"Production Technician I","Crystal Taylor",PYZ,Active,Contract,Unk,Production,"Finance & Accounting",1957-02-01,MA,Female,"Fully Meets",3,1303,5,3,5,2023-06-02,"Leadership Development",Internal,Failed,"Zoe Vasquez",3,921.81
Estrella,Ho,2018-08-07,NULL,"Production Technician I","Kenneth Moore",TNS,Active,Part-Time,Unk,Production,"Finance & Accounting",1952-12-17,MA,Male,Exceeds,2,2911,5,2,2,2023-03-28,"Technical Skills",Internal,Passed,"Angelica Franco",1,292.36
Ethan,Rhodes,2018-12-29,2020-07-04,"Production Technician I","Zachary Hanson",TNS,Active,Contract,Voluntary,Production,"Technology / It",1966-06-04,MA,Female,"Fully Meets",3,2089,5,3,3,2023-01-04,"Communication Skills",Internal,Completed,"Robin Berry",2,423.31
Eugene,Bird,2019-10-03,NULL,"Production Technician I","John Mccarty",EW,Active,Contract,Unk,Production,"General - Con",1972-02-21,MA,Female,"Needs Improvement",3,1444,5,5,3,2023-01-30,"Leadership Development",External,Incomplete,"Christopher Garcia",2,561.14
Eugene,Marks,2019-10-01,NULL,"Area Sales Manager","Angela Morris",BPC,Active,Full-Time,Unk,Sales,Splicing,1976-06-29,TX,Male,"Fully Meets",1,3502,5,3,5,2023-01-03,"Customer Service",External,Incomplete,"Bryan Kennedy PhD",3,427.12
Eugene,Mueller,2019-06-07,NULL,"Principal Data Architect","Jeremy Hanson",CCDR,Active,Contract,Unk,IT/IS,Aerial,1972-03-19,MA,Female,PIP,3,3863,4,2,1,2022-09-16,"Leadership Development",Internal,Incomplete,"Sharon Decker",5,274.98
Eugene,Pena,2021-03-07,2021-08-31,"Sr. Network Engineer","Ruben Cook",BPC,"Leave of Absence",Contract,Resignation,IT/IS,Engineers,1943-06-22,CT,Female,"Fully Meets",3,3899,4,5,4,2022-09-23,"Customer Service",Internal,Failed,"Laura Hahn",2,662.56
Eugene,Potts,2020-05-04,2023-05-15,"IT Support","Anthony Neal",NEL,Active,Contract,Retirement,IT/IS,"Wireline Construction",1975-08-10,MA,Male,"Fully Meets",3,3846,4,5,1,2023-04-11,"Leadership Development",Internal,Incomplete,"Frank Rogers",4,607.97
Eugene,Reyes,2022-01-15,NULL,"Production Technician I","Samuel Horton",CCDR,Active,Full-Time,Unk,Production,"General - Con",1973-01-05,MA,Female,"Fully Meets",3,1586,3,3,4,2022-12-06,"Communication Skills",Internal,Passed,"Johnny Moore",3,643.9
Evan,Chen,2021-10-27,NULL,"Production Technician I","Anita Dudley",CCDR,Active,Full-Time,Unk,Production,Engineers,1964-08-30,MA,Male,"Fully Meets",3,1135,5,4,4,2023-03-22,"Project Management",Internal,Passed,"Andrew Jordan",2,524.23
Evangeline,Downs,2023-02-13,2023-03-03,"Production Technician II","Joseph Smith",MSC,"Voluntarily Terminated",Part-Time,Involuntary,Production,"Yard (Material Handling)",1959-01-19,MA,Female,"Needs Improvement",3,1430,2,2,2,2022-08-26,"Leadership Development",External,Passed,"Thomas Moran",4,193.99
Eve,Barker,2023-07-09,2023-07-31,CIO,"Christopher Ayala",WBL,"Terminated for Cause",Contract,Involuntary,IT/IS,Engineers,1963-03-07,MA,Male,"Fully Meets",3,1684,2,4,3,2023-06-05,"Leadership Development",Internal,Failed,"Randall Smith",5,700.99
Evelin,Sellers,2021-07-21,NULL,"Production Technician I","Jamie Wallace",PL,Active,Full-Time,Unk,Production,"General - Sga",1996-08-15,MA,Female,"Fully Meets",3,1507,1,2,1,2022-09-21,"Technical Skills",Internal,Completed,"Catherine Whitehead",3,812.13
Evelin,Snow,2022-12-08,2023-05-07,"Data Analyst","Roy Villegas",SVG,Active,Part-Time,Voluntary,IT/IS,"General - Eng",1961-12-28,MA,Male,"Fully Meets",3,3992,4,3,1,2022-09-13,"Project Management",External,Completed,"Kimberly Peterson",3,323.25
Evelyn,Girifalco,2021-03-10,NULL,"Production Technician I","John Alvarez",TNS,Active,Full-Time,Unk,Production,Engineers,1944-03-19,MA,Female,"Fully Meets",3,1101,1,1,3,2023-03-31,"Communication Skills",Internal,Passed,"Matthew Mason",5,426.82
Everett,Jordan,2022-05-19,2023-04-10,"Production Manager","Michael Davis",SVG,Active,Full-Time,Involuntary,Production,"Field Operations",1999-01-25,MA,Female,"Fully Meets",5,2295,3,5,4,2022-11-12,"Communication Skills",Internal,Passed,"Angela Carter",5,448.38
Evie,Beard,2022-03-01,NULL,"Production Technician I","Andrew Smith",PL,Active,Contract,Unk,Production,Catv,1990-04-02,MA,Male,"Fully Meets",5,3140,1,1,1,2022-12-12,"Technical Skills",External,Failed,"Laura Tucker",1,402.77
Evie,Mclaughlin,2020-05-27,NULL,"Production Technician I","David Browning",EW,Active,Contract,Unk,Production,Executive,1967-03-04,MA,Male,"Needs Improvement",3,1620,5,3,2,2023-01-18,"Project Management",External,Completed,"Michael Lee",5,986.14
Evie,Pope,2020-06-16,2023-03-13,"Production Technician I","Tyler Brown",CCDR,"Voluntarily Terminated",Full-Time,Resignation,Production,"Field Operations",1973-12-10,MA,Female,"Fully Meets",3,1174,2,1,5,2023-05-12,"Project Management",External,Incomplete,"Cindy King",3,454.23
Ezra,Zhang,2022-11-07,NULL,"Production Technician I","Brenda Rodriguez",BPC,Active,Contract,Unk,Production,"General - Con",1982-10-11,MA,Female,"Fully Meets",3,1904,5,1,4,2022-10-20,"Leadership Development",Internal,Failed,"Donald Franklin",1,576.1
Fabian,Mullins,2022-10-14,NULL,"Production Manager","Michael Cortez",BPC,Active,Full-Time,Unk,Production,"Project Management - Con",1972-10-23,MA,Male,"Fully Meets",2,2452,3,3,1,2023-06-29,"Communication Skills",Internal,Incomplete,"Anita Dixon",3,241.25
Fabian,Young,2022-03-11,2022-04-25,"Production Manager","Timothy Hester",EW,Active,Part-Time,Voluntary,Production,"Project Management - Con",1982-02-21,MA,Female,"Fully Meets",3,1252,2,3,2,2022-11-20,"Leadership Development",Internal,Completed,"Alicia Moore",1,314.51
Faith,Carey,2022-09-01,2022-12-02,"Production Technician I","Emily Rogers",SVG,"Voluntarily Terminated",Contract,Voluntary,Production,"Wireline Construction",1983-06-20,MA,Male,"Fully Meets",3,1202,1,3,2,2022-12-08,"Technical Skills",Internal,Incomplete,"Kelly Thompson DDS",1,344.74
Faith,Golden,2022-02-20,NULL,"Production Manager","Samuel Brown",MSC,Active,Part-Time,Unk,Production,"Field Operations",1957-03-25,MA,Female,"Fully Meets",2,2318,2,1,5,2023-06-22,"Communication Skills",External,Incomplete,"Lisa Zuniga",2,303.8
Fatima,Kemp,2021-03-24,NULL,"Production Technician I","Patrick Wood",BPC,Active,Part-Time,Unk,Production,"General - Con",1974-05-20,MA,Female,Exceeds,2,3360,4,4,1,2022-12-14,"Customer Service",External,Passed,"Robert George",3,740.89
Fatima,Pennington,2022-04-10,2023-04-03,"BI Developer","Mrs. Jennifer Hughes",BPC,"Terminated for Cause",Full-Time,Retirement,IT/IS,Aerial,1961-01-30,MA,Female,"Fully Meets",3,1663,4,2,4,2023-07-13,"Communication Skills",External,Passed,"Dustin Alexander",5,271.37
Felipe,Rollins,2021-11-13,NULL,"Area Sales Manager","Rose Cunningham",WBL,Active,Full-Time,Unk,Sales,"Project Management - Con",1961-06-25,ID,Male,"Fully Meets",1,2664,5,2,2,2022-09-13,"Project Management",External,Incomplete,"Elizabeth Lloyd",3,355.84
Felix,Fritz,2022-09-13,NULL,"Production Technician I","Alejandro Davies",CCDR,Active,Part-Time,Unk,Production,"Project Management - Con",1991-11-18,MA,Male,"Fully Meets",3,1754,5,5,1,2023-01-30,"Project Management",External,Failed,"John Jones",1,980.65
Fernanda,Yu,2023-01-23,NULL,"Accountant I","Vincent Snyder",MSC,Active,Part-Time,Unk,"Admin Offices","General - Sga",1984-10-21,MA,Male,Exceeds,3,1379,5,2,5,2023-03-06,"Communication Skills",Internal,Passed,"Charles Lee",1,397.48
Fernando,Mcconnell,2018-12-27,NULL,"Software Engineer","Teresa Lopez",BPC,Active,Part-Time,Unk,"Software Engineering","Field Operations",1977-01-20,MA,Female,"Fully Meets",3,1072,2,2,3,2023-05-19,"Technical Skills",Internal,Passed,"Melissa Campos",5,179.91
Fernando,Mcdowell,2021-03-18,NULL,"Production Technician I","Brandon Walter",PYZ,Active,Full-Time,Unk,Production,"Wireline Construction",1949-03-13,MA,Male,"Needs Improvement",1,2933,3,1,4,2023-07-02,"Communication Skills",External,Incomplete,"Angel Burgess",3,933.67
Fernando,Richard,2023-07-09,2023-07-14,"Administrative Assistant","Virginia Smith",SVG,Active,Contract,Voluntary,Sales,"General - Sga",1954-03-08,MA,Female,"Fully Meets",4,2652,1,4,2,2022-10-23,"Customer Service",External,Incomplete,"Lisa Rodgers",1,424.44
Finley,Medina,2020-08-12,NULL,"Production Technician II","Travis Griffith",BPC,Active,Full-Time,Unk,Production,"Field Operations",1943-06-25,MA,Male,"Fully Meets",1,3389,2,3,1,2022-10-18,"Project Management",External,Completed,"Jordan Williams",5,812.22
Fisher,Stafford,2020-09-22,2022-09-14,"Production Technician I","Nicole Delgado",WBL,Active,Contract,Resignation,Production,Engineers,1952-03-02,MA,Male,"Fully Meets",1,3595,2,3,1,2023-02-21,"Technical Skills",External,Passed,"Angela Sanchez",2,252.88
Fletcher,Maxwell,2022-08-31,2023-04-27,"Area Sales Manager","Stephanie Jackson",PYZ,Active,Contract,Retirement,Sales,"Shop (Fleet)",1989-04-07,ME,Male,"Fully Meets",2,2732,1,5,3,2023-02-23,"Customer Service",Internal,Completed,"Megan Hill",3,147.28
Francesca,Lowe,2018-09-12,NULL,"Production Technician II","Micheal Merritt",PYZ,Active,Full-Time,Unk,Production,Engineers,1965-10-03,MA,Female,Exceeds,5,3047,4,2,1,2023-06-13,"Customer Service",External,Passed,"Mckenzie Myers",1,507.74
Francesca,Mcmahon,2019-12-15,NULL,"Production Technician I","Darlene Green",TNS,Active,Part-Time,Unk,Production,Underground,2001-04-14,MA,Male,Exceeds,5,3656,5,3,2,2023-06-14,"Project Management",Internal,Failed,"Louis Fox",4,867.03
"Francesco A",Barone,2022-11-26,2023-01-13,"Production Technician I","Ronald Sims",WBL,Active,Part-Time,Involuntary,Production,Engineers,1993-03-24,MA,Male,"Fully Meets",2,2764,2,4,3,2023-06-14,"Communication Skills",External,Incomplete,"Monique Wang",5,755.77
